Unnamed: 0,A,D,F,H,N,S,fileName,numResponses,agreement,emoVote,meanEmoResp,meanAngerResp,meanDisgustResp,meanFearResp,meanHappyResp,meanNeutralResp,meanSadResp,medianEmoResp,meanEmoRespNorm,meanAngerRespNorm,meanDisgustRespNorm,meanFearRespNorm,meanHappyRespNorm,meanNeutralRespNorm,meanSadRespNorm,medianEmoRespNorm
100024,1,0,0,4,6,0,1001_IOM_HAP_XX,11,0.545454545454545,N,52.9090909090909,75.0,-1.0,-1.0,47.5,52.8333333333333,-1.0,52.0,46.497921505781406,70.23809523809521,-1.0,-1.0,39.7652736770384,47.0296577695577,-1.0,44.70588235294121
100025,2,0,1,0,8,0,1001_IOM_SAD_XX,11,0.7272727272727271,N,54.363636363636395,84.0,-1.0,70.0,-1.0,45.0,-1.0,60.0,47.7824762591977,76.8796992481203,-1.0,76.5625,-1.0,36.910667544366795,-1.0,48.684210526315795
100027,5,4,0,0,2,0,1001_IOM_FEA_XX,11,0.45454545454545503,A,67.7272727272727,67.2,66.25,-1.0,-1.0,72.0,-1.0,68.0,63.0088664773876,62.759313063350106,60.4543157991434,-1.0,-1.0,68.74185136896999,-1.0,64.4067796610169
100058,0,2,4,0,5,0,1001_ITH_DIS_XX,11,0.45454545454545503,N,55.454545454545496,-1.0,26.0,45.75,-1.0,75.0,-1.0,55.0,48.883869174596704,-1.0,21.848044428689605,34.536315031490396,-1.0,71.17624238744459,-1.0,34.4262295081967
100126,1,3,0,1,4,2,1002_MTI_FEA_XX,11,0.36363636363636404,N,57.1818181818182,61.0,65.6666666666667,-1.0,91.0,42.75,54.5,57.0,52.1694674248903,57.6086956521739,58.209109730848894,-1.0,90.2173913043478,34.992321020820796,55.7207207207207,53.3333333333333
100127,1,1,3,0,1,5,1002_MTI_DIS_XX,11,0.45454545454545503,S,61.0909090909091,22.0,68.0,80.6666666666667,-1.0,66.0,54.8,66.0,55.4172810379698,9.722222222222221,65.9574468085106,79.5662447770882,-1.0,55.8441558441558,47.8735064423028,55.8441558441558
100140,0,0,0,0,8,3,1002_DFA_NEU_XX,11,0.7272727272727271,N,56.2727272727273,-1.0,-1.0,-1.0,-1.0,60.125,46.0,58.0,49.839627560481205,-1.0,-1.0,-1.0,-1.0,53.6571477114594,39.6595738245391,52.94117647058821
100155,5,4,1,0,1,0,1002_TSI_ANG_XX,11,0.45454545454545503,A,56.9090909090909,54.0,66.75,57.0,-1.0,32.0,-1.0,56.0,52.28029495788589,50.8984633703671,58.3476624204745,57.30337078651689,-1.0,29.8969072164948,-1.0,42.5531914893617
100165,0,0,0,3,8,0,1003_IEO_HAP_LO,11,0.7272727272727271,N,61.7272727272727,-1.0,-1.0,-1.0,19.0,77.75,-1.0,65.0,59.936976571786005,-1.0,-1.0,-1.0,13.755276157945799,77.25511422697609,-1.0,64.28571428571429
100177,1,2,0,0,6,2,1003_IEO_DIS_LO,11,0.545454545454545,N,61.0909090909091,7.0,37.5,-1.0,-1.0,84.1666666666667,42.5,63.0,,6.06060606060606,33.982558139534895,-1.0,-1.0,78.0968176476753,,
100178,0,2,1,1,5,2,1003_IEO_DIS_MD,11,0.45454545454545503,N,49.636363636363605,-1.0,34.5,31.0,43.0,52.4,70.5,51.0,41.66117519828,-1.0,22.3671155209072,18.181818181818198,31.6455696202532,48.8340837621305,59.77044476327121,43.5294117647059
100251,0,0,1,0,8,2,1004_IEO_SAD_MD,11,0.7272727272727271,N,61.0,-1.0,-1.0,59.0,-1.0,56.375,80.5,61.0,49.5301650784898,-1.0,-1.0,49.38271604938271,-1.0,45.3445990152121,66.3461538461538,48.7179487179487
100252,0,0,2,0,5,4,1004_IEO_SAD_HI,11,0.45454545454545503,N,57.0,-1.0,-1.0,57.0,-1.0,64.8,47.25,50.0,48.621377082947795,-1.0,-1.0,51.424100156494504,-1.0,48.2476669964884,47.6871531542486,53.2608695652174
100253,7,4,0,0,0,0,1004_IEO_ANG_LO,11,0.6363636363636359,A,55.2727272727273,46.8571428571429,70.0,-1.0,-1.0,-1.0,-1.0,54.0,49.10777588316321,41.0194541842583,63.2623388562467,-1.0,-1.0,-1.0,-1.0,45.56962025316461
100260,0,5,0,0,4,2,1004_IEO_DIS_MD,11,0.45454545454545503,D,58.9090909090909,-1.0,68.8,-1.0,-1.0,53.25,45.5,68.0,52.25132248826161,-1.0,63.9551752945582,-1.0,-1.0,50.1967475564543,27.1008403361345,47.05882352941179
100261,0,7,0,0,3,1,1004_IEO_DIS_HI,11,0.6363636363636359,D,52.7272727272727,-1.0,50.571428571428605,-1.0,-1.0,60.6666666666667,44.0,55.0,44.615796567000196,-1.0,43.0434788877716,-1.0,-1.0,54.7120255630894,25.3333333333333,44.28571428571429
100264,0,0,1,0,3,7,1004_TIE_SAD_XX,11,0.6363636363636359,S,51.8181818181818,-1.0,-1.0,38.0,-1.0,46.3333333333333,56.1428571428571,60.0,41.0083775508163,-1.0,-1.0,32.954545454545496,-1.0,52.8091352568458,37.10145740484229,36.363636363636395
100266,0,0,5,0,4,2,1004_TIE_FEA_XX,11,0.45454545454545503,F,62.0,-1.0,-1.0,70.6,-1.0,57.75,49.0,52.0,57.986571672501604,-1.0,-1.0,69.2864045233574,-1.0,52.9245108896272,39.8611111111111,44.4444444444444
100268,1,0,0,1,9,0,1004_IOM_NEU_XX,11,0.818181818181818,N,51.7272727272727,21.0,-1.0,-1.0,40.0,56.4444444444444,-1.0,65.0,45.9824487056009,5.952380952380951,-1.0,-1.0,32.5842696629214,51.918920571812,-1.0,62.29508196721311
100269,0,0,0,6,5,0,1004_IOM_HAP_XX,11,0.545454545454545,H,72.4545454545455,-1.0,-1.0,-1.0,62.3333333333333,84.6,-1.0,73.0,68.2952553458562,-1.0,-1.0,-1.0,56.0510380080674,82.9883161512028,-1.0,63.4146341463415
100270,0,0,0,0,7,4,1004_IOM_SAD_XX,11,0.6363636363636359,N,38.8181818181818,-1.0,-1.0,-1.0,-1.0,40.4285714285714,36.0,34.0,32.0054314375842,-1.0,-1.0,-1.0,-1.0,35.6374776022891,25.649350649350602,25.974025974026
100274,0,1,3,0,7,0,1004_IWW_NEU_XX,11,0.6363636363636359,N,53.454545454545496,-1.0,39.0,39.0,-1.0,61.71428571428571,-1.0,58.0,47.7337387900714,-1.0,32.2222222222222,33.3333333333333,-1.0,56.1212720669376,-1.0,46.0526315789474
100275,0,1,2,4,4,0,1004_IWW_HAP_XX,11,0.36363636363636404,H:N,56.1818181818182,-1.0,40.0,32.0,53.25,75.25,-1.0,52.0,52.6352619838439,-1.0,50.7936507936508,18.26981246219,52.970783135595894,69.942868390467,-1.0,53.9473684210526
100276,0,0,5,0,4,2,1004_IWW_SAD_XX,11,0.45454545454545503,F,50.0909090909091,-1.0,-1.0,36.0,-1.0,65.5,54.5,57.0,42.9162222850675,-1.0,-1.0,29.6984337501579,-1.0,56.397924109788505,48.9972899728997,48.7179487179487
100277,5,6,0,0,0,0,1004_IWW_ANG_XX,11,0.545454545454545,D,67.7272727272727,63.0,71.6666666666667,-1.0,-1.0,-1.0,-1.0,70.0,58.877894443625,60.18063881847421,57.7922741312508,-1.0,-1.0,-1.0,-1.0,55.932203389830505
100287,0,0,0,1,9,1,1004_MTI_HAP_XX,11,0.818181818181818,N,64.5454545454545,-1.0,-1.0,-1.0,27.0,72.3333333333333,32.0,63.0,60.2575429399848,-1.0,-1.0,-1.0,10.0,69.79727089925079,24.657534246575302,57.954545454545496
100359,2,4,4,0,1,0,1005_IWW_ANG_XX,11,0.36363636363636404,D:F,45.454545454545496,62.0,41.0,44.5,-1.0,34.0,-1.0,49.0,36.201147124498206,34.667487684729096,35.0039770975247,39.9573691363517,-1.0,29.0322580645161,-1.0,31.8840579710145
100375,0,0,0,4,7,0,1005_IWL_HAP_XX,11,0.6363636363636359,N,59.545454545454504,-1.0,-1.0,-1.0,68.0,54.71428571428571,-1.0,59.0,54.754885967088796,-1.0,-1.0,-1.0,61.3725490196078,50.9733642227921,-1.0,54.4444444444444
100376,0,1,1,1,8,0,1005_IWL_SAD_XX,11,0.7272727272727271,N,64.2727272727273,-1.0,58.0,52.0,25.0,71.5,-1.0,68.0,59.8673627266162,-1.0,55.31914893617021,37.662337662337706,23.076923076923105,67.8103225396685,-1.0,65.9574468085106
100403,0,8,0,1,2,0,1005_TSI_DIS_XX,11,0.7272727272727271,D,53.8181818181818,-1.0,57.0,-1.0,8.0,64.0,-1.0,38.0,49.473157407528895,-1.0,52.1196570919178,-1.0,1.11111111111111,63.0681818181818,-1.0,38.2716049382716
100404,5,4,0,0,1,1,1005_WSI_NEU_XX,11,0.45454545454545503,A,50.7272727272727,38.6,66.75,-1.0,-1.0,67.0,31.0,57.0,44.526357222962,29.847396826422802,63.8200222975161,-1.0,-1.0,61.17647058823529,24.096385542168697,53.658536585365894
100426,0,1,0,1,9,0,1006_TIE_NEU_XX,11,0.818181818181818,N,67.6363636363636,-1.0,84.0,-1.0,71.0,65.4444444444444,-1.0,60.0,,-1.0,57.894736842105296,-1.0,65.8823529411765,,-1.0,
100486,0,1,0,0,10,0,1006_WSI_NEU_XX,11,0.9090909090909091,N,48.545454545454504,-1.0,38.0,-1.0,-1.0,49.6,-1.0,55.0,39.17362783839771,-1.0,22.5,-1.0,-1.0,40.8409906222375,-1.0,28.888888888888896
100501,5,5,1,0,0,0,1007_IEO_ANG_HI,11,0.45454545454545503,A:D,64.9090909090909,64.6,65.8,62.0,-1.0,-1.0,-1.0,57.0,62.83333568191811,70.9349707464272,61.3724418278666,29.6296296296296,-1.0,-1.0,-1.0,59.1549295774648
100505,1,1,0,0,5,4,1007_IEO_DIS_LO,11,0.45454545454545503,N,42.7272727272727,6.0,1.0,-1.0,-1.0,54.6,47.5,46.0,36.7699662745683,0.0,0.0,-1.0,-1.0,46.3196461233785,43.21784960083961,36.25
100509,1,3,0,0,6,1,1007_TIE_HAP_XX,11,0.545454545454545,N,54.0,69.0,50.6666666666667,-1.0,-1.0,59.3333333333333,17.0,59.0,44.4715696368157,68.3673469387755,31.8007662835249,-1.0,-1.0,52.939973739640706,7.77777777777778,37.6344086021505
100511,7,3,1,0,0,0,1007_TIE_ANG_XX,11,0.6363636363636359,A,70.7272727272727,72.5714285714286,65.6666666666667,73.0,-1.0,-1.0,-1.0,77.0,66.4592575034552,67.9695237474741,61.228739645755994,71.5789473684211,-1.0,-1.0,-1.0,72.0
100512,0,0,4,0,2,5,1007_TIE_FEA_XX,11,0.45454545454545503,S,60.9090909090909,-1.0,-1.0,47.75,-1.0,47.5,76.8,59.0,52.914560771102295,-1.0,-1.0,34.8969669211581,-1.0,34.2391304347826,74.7988079855855,62.337662337662294
100513,2,1,0,0,3,5,1007_TIE_DIS_XX,11,0.45454545454545503,S,55.7272727272727,64.0,23.0,-1.0,-1.0,64.3333333333333,53.8,67.0,47.566764149350995,55.4532322137956,15.909090909090901,-1.0,-1.0,64.1512759501958,40.793004491118396,36.0
100516,0,0,0,0,3,8,1007_IOM_SAD_XX,11,0.7272727272727271,S,48.8181818181818,-1.0,-1.0,-1.0,-1.0,48.6666666666667,48.875,56.0,36.8273616087764,-1.0,-1.0,-1.0,-1.0,24.3334338672212,41.5125845118596,17.9487179487179
100517,6,3,0,1,1,0,1007_IOM_ANG_XX,11,0.545454545454545,A,60.8181818181818,58.6666666666667,59.6666666666667,-1.0,64.0,74.0,-1.0,62.0,56.2119376347877,52.78006747233751,58.16490451602329,-1.0,59.5505617977528,67.6056338028169,-1.0,59.5505617977528
100519,0,2,0,0,6,3,1007_IOM_DIS_XX,11,0.545454545454545,N,53.636363636363605,-1.0,53.5,-1.0,-1.0,59.6666666666667,41.6666666666667,44.0,49.4022385251975,-1.0,52.45238095238089,-1.0,-1.0,53.63184999098479,38.909587308834,38.9830508474576
100522,0,1,3,1,3,3,1007_IWW_SAD_XX,11,0.272727272727273,F:N:S,57.545454545454504,-1.0,40.0,88.3333333333333,34.0,48.3333333333333,49.6666666666667,54.0,51.257417345186504,-1.0,36.1702127659574,86.03848330503679,12.0,40.0572402874193,45.7914024179084,44.70588235294121
100523,3,6,1,0,0,1,1007_IWW_ANG_XX,11,0.545454545454545,D,63.363636363636395,46.0,68.1666666666667,51.0,-1.0,-1.0,99.0,54.0,61.09625596843989,33.6262749898001,71.80915221400959,45.5882352941177,-1.0,-1.0,94.7368421052632,63.157894736842096
100526,0,0,0,0,10,1,1007_TAI_NEU_XX,11,0.9090909090909091,N,74.0909090909091,-1.0,-1.0,-1.0,-1.0,74.5,70.0,74.0,68.4629180784504,-1.0,-1.0,-1.0,-1.0,69.0129135899991,62.962962962963,68.65671641791039
100652,2,0,0,8,1,0,1009_IEO_HAP_MD,11,0.7272727272727271,H,66.2727272727273,69.0,-1.0,-1.0,71.125,22.0,-1.0,71.0,63.872351047410405,64.3045484508899,-1.0,-1.0,69.433530762652,18.5185185185185,-1.0,68.0555555555556
100663,4,3,1,0,2,1,1009_IEO_DIS_LO,11,0.36363636363636404,A,53.363636363636395,49.25,55.3333333333333,74.0,-1.0,50.5,49.0,49.0,49.1648679867579,42.0050256257153,55.4961430575035,73.7373737373737,-1.0,49.3720565149137,33.823529411764696,41.2698412698413
100664,5,6,0,0,0,0,1009_IEO_DIS_MD,11,0.545454545454545,D,47.7272727272727,49.2,46.5,-1.0,-1.0,-1.0,-1.0,48.0,43.33660889356171,45.52202988440471,41.5154247345259,-1.0,-1.0,-1.0,-1.0,43.820224719101105
100675,9,2,0,0,0,0,1009_IOM_ANG_XX,11,0.818181818181818,A,53.2727272727273,53.0,54.5,-1.0,-1.0,-1.0,-1.0,56.0,,41.011341764255,,-1.0,-1.0,-1.0,-1.0,
100676,1,0,7,0,3,0,1009_IOM_FEA_XX,11,0.6363636363636359,F,49.9090909090909,17.0,-1.0,59.1428571428571,-1.0,39.3333333333333,-1.0,50.0,44.568549358621794,10.752688172043,-1.0,52.8947768882582,-1.0,36.4126388516632,-1.0,42.8571428571429
100735,10,1,0,0,0,0,1010_IEO_ANG_HI,11,0.9090909090909091,A,86.4545454545455,86.0,91.0,-1.0,-1.0,-1.0,-1.0,87.0,82.8523712631399,82.18412001736091,89.5348837209302,-1.0,-1.0,-1.0,-1.0,85.8823529411765
100749,0,0,0,4,6,1,1010_IOM_HAP_XX,11,0.545454545454545,N,69.0,-1.0,-1.0,-1.0,76.0,64.5,68.0,68.0,60.97305244951261,-1.0,-1.0,-1.0,63.6375488917862,59.2765923694999,60.493827160493794,57.62711864406779
100754,0,1,1,0,8,1,1010_IWW_NEU_XX,11,0.7272727272727271,N,32.454545454545496,-1.0,31.0,29.0,-1.0,31.875,42.0,31.0,24.1445502709324,-1.0,28.8659793814433,15.476190476190501,-1.0,22.951684315058998,37.6344086021505,18.6440677966102
100756,0,1,5,0,4,1,1010_IWW_SAD_XX,11,0.45454545454545503,F,42.8181818181818,-1.0,57.0,35.0,-1.0,45.25,58.0,41.0,33.6871224946992,-1.0,53.4090909090909,27.550841750841798,-1.0,30.7183271619891,56.5217391304348,37.3333333333333
100758,1,1,5,0,1,3,1010_IWW_FEA_XX,11,0.45454545454545503,F,53.8181818181818,17.0,40.0,54.6,-1.0,67.0,65.0,50.0,45.408942736056396,7.77777777777778,39.2857142857143,42.7557196633881,-1.0,66.3265306122449,57.4432497013142,47.3684210526316
100759,0,1,5,0,3,2,1010_IWW_DIS_XX,11,0.45454545454545503,F,49.636363636363605,-1.0,41.0,53.8,-1.0,49.0,44.5,52.0,42.963866021362705,-1.0,28.915662650602396,51.671534830338004,-1.0,37.7226724238416,36.0805860805861,46.5753424657534
100761,0,1,0,2,8,0,1010_TAI_HAP_XX,11,0.7272727272727271,N,60.8181818181818,-1.0,53.0,-1.0,37.5,67.625,-1.0,53.0,51.5301375214466,-1.0,43.3734939759036,-1.0,35.895676046671205,56.4583333333333,-1.0,43.3734939759036
100762,0,0,0,0,9,2,1010_TAI_SAD_XX,11,0.818181818181818,N,62.8181818181818,-1.0,-1.0,-1.0,-1.0,64.6666666666667,54.5,65.0,54.995977212948894,-1.0,-1.0,-1.0,-1.0,59.0976473628349,36.5384615384615,52.7472527472528
100764,0,2,7,0,1,1,1010_TAI_FEA_XX,11,0.6363636363636359,F,53.7272727272727,-1.0,19.5,69.0,-1.0,48.0,21.0,53.0,42.3837161716469,-1.0,16.013431013431,60.8998970027355,-1.0,0.0,7.89473684210526,20.3389830508475
100771,0,2,1,1,5,2,1010_MTI_DIS_XX,11,0.45454545454545503,N,58.2727272727273,-1.0,48.0,35.0,100.0,64.6,43.5,56.0,53.7178696379065,-1.0,43.241551939924896,22.619047619047603,100.0,62.94711819773249,33.5294117647059,55.405405405405396
100772,0,0,0,2,9,0,1010_IWL_NEU_XX,11,0.818181818181818,N,55.2727272727273,-1.0,-1.0,-1.0,96.5,46.1111111111111,-1.0,39.0,48.2799991553182,-1.0,-1.0,-1.0,94.0789473684211,38.1024551079621,-1.0,30.2325581395349
100819,1,1,0,0,9,0,1011_IEO_FEA_MD,11,0.818181818181818,N,72.5454545454545,33.0,43.0,-1.0,-1.0,80.2222222222222,-1.0,82.0,69.46206691681691,25.609756097561,20.8333333333333,-1.0,-1.0,79.7377385171213,-1.0,74.6666666666667
100873,0,1,2,1,7,0,1011_ITS_HAP_XX,11,0.6363636363636359,N,52.454545454545496,-1.0,40.0,16.5,29.0,67.85714285714289,-1.0,47.0,48.3733817543641,-1.0,28.0,10.037878787878801,22.826086956521696,65.8864792522466,-1.0,42.3529411764706
100884,0,1,0,0,8,2,1011_WSI_NEU_XX,11,0.7272727272727271,N,52.8181818181818,-1.0,10.0,-1.0,-1.0,60.875,42.0,54.0,51.277296240656995,-1.0,0.0,-1.0,-1.0,63.4239578756976,28.329297820823196,51.428571428571395
100912,2,2,1,0,6,0,1012_IOM_NEU_XX,11,0.545454545454545,N,44.636363636363605,8.5,40.5,15.0,-1.0,63.0,-1.0,39.0,42.5760019799236,7.142857142857139,34.0007415647015,14.1414141414141,-1.0,61.9845683704379,-1.0,38.4615384615385
100925,0,0,0,0,9,2,1012_TAI_HAP_XX,11,0.818181818181818,N,53.9090909090909,-1.0,-1.0,-1.0,-1.0,61.3333333333333,20.5,64.0,50.657233772867,-1.0,-1.0,-1.0,-1.0,59.838694757802,9.34065934065934,58.82352941176471
100969,10,1,0,0,0,0,1012_WSI_ANG_XX,11,0.9090909090909091,A,58.0909090909091,54.9,90.0,-1.0,-1.0,-1.0,-1.0,66.0,54.935242057681506,51.887099596782996,85.4166666666667,-1.0,-1.0,-1.0,-1.0,64.2105263157895
100981,8,3,0,0,0,0,1013_IEO_ANG_HI,11,0.7272727272727271,A,85.0909090909091,85.5,84.0,-1.0,-1.0,-1.0,-1.0,87.0,86.998266384998,88.27972538590141,83.58104238258879,-1.0,-1.0,-1.0,-1.0,88.659793814433
100984,2,0,6,3,0,0,1013_IEO_FEA_HI,11,0.545454545454545,F,67.5454545454545,67.5,-1.0,63.8333333333333,75.0,-1.0,-1.0,71.0,61.8204334785357,56.7821067821068,-1.0,59.201759116613296,70.4166666666667,-1.0,-1.0,70.7070707070707
100997,9,1,1,0,0,0,1013_IOM_ANG_XX,11,0.818181818181818,A,78.4545454545455,77.7777777777778,68.0,95.0,-1.0,-1.0,-1.0,77.0,77.3826621203461,76.6450860613197,66.6666666666667,94.7368421052632,-1.0,-1.0,-1.0,75.7894736842105
100999,2,3,0,0,5,1,1013_IOM_DIS_XX,11,0.45454545454545503,N,52.1818181818182,19.0,26.0,-1.0,-1.0,84.2,37.0,37.0,50.107276493208,18.7388700016189,22.535389786094697,-1.0,-1.0,81.8952827507815,36.6197183098592,36.6197183098592
101000,1,0,3,0,6,1,1013_IWW_NEU_XX,11,0.545454545454545,N,36.0,6.0,-1.0,42.6666666666667,-1.0,41.1666666666667,15.0,33.0,25.718786787885104,5.31914893617021,-1.0,36.46627881922,-1.0,28.0314448788177,0.0,8.53658536585366
101008,0,0,2,0,5,4,1013_TAI_SAD_XX,11,0.45454545454545503,N,58.8181818181818,-1.0,-1.0,31.0,-1.0,78.4,48.25,48.0,53.859679534166496,-1.0,-1.0,23.752567355322,-1.0,74.9614156932898,42.5360654246845,51.020408163265294
101009,8,3,0,0,0,0,1013_TAI_ANG_XX,11,0.7272727272727271,A,85.6363636363636,87.0,82.0,-1.0,-1.0,-1.0,-1.0,96.0,86.34988050370941,86.5125795610508,85.91601635079901,-1.0,-1.0,-1.0,-1.0,94.5945945945946
101010,0,0,5,0,3,3,1013_TAI_FEA_XX,11,0.45454545454545503,F,47.1818181818182,-1.0,-1.0,38.6,-1.0,59.6666666666667,49.0,46.0,35.8952688896532,-1.0,-1.0,21.8694301580369,-1.0,51.6830960204454,43.4838396448883,30.645161290322598
101011,1,5,0,0,2,3,1013_TAI_DIS_XX,11,0.45454545454545503,D,53.2727272727273,58.0,55.8,-1.0,-1.0,49.5,50.0,57.0,43.73807774332379,50.0,44.3877122479273,-1.0,-1.0,41.5052053209948,42.0566277649784,50.0
101016,0,0,4,0,2,5,1013_MTI_FEA_XX,11,0.45454545454545503,S,58.454545454545496,-1.0,-1.0,57.5,-1.0,58.0,59.4,57.0,52.0870012089279,-1.0,-1.0,48.8047928120354,-1.0,54.7035692679976,53.666140702814104,54.878048780487795
101018,1,0,0,1,8,1,1013_IWL_NEU_XX,11,0.7272727272727271,N,64.2727272727273,47.0,-1.0,-1.0,15.0,72.875,62.0,62.0,59.288208289181995,35.0649350649351,-1.0,-1.0,6.66666666666667,70.9202207965597,43.0769230769231,64.4736842105263
101019,3,0,0,4,3,1,1013_IWL_HAP_XX,11,0.36363636363636404,H,53.0909090909091,45.0,-1.0,-1.0,45.75,65.0,71.0,56.0,42.9290506007341,33.5319175206816,-1.0,-1.0,42.013007793537795,51.190590957293,50.0,40.8602150537634
101020,0,1,0,0,7,3,1013_IWL_SAD_XX,11,0.6363636363636359,N,53.9090909090909,-1.0,19.0,-1.0,-1.0,63.8571428571429,42.3333333333333,50.0,42.1616794670121,-1.0,3.5714285714285694,-1.0,-1.0,51.157532960649604,34.034771613719,40.2173913043478
101021,11,0,0,0,0,0,1013_IWL_ANG_XX,11,1.0,A,80.2727272727273,80.2727272727273,-1.0,-1.0,-1.0,-1.0,-1.0,92.0,82.3081475382445,82.3081475382445,-1.0,-1.0,-1.0,-1.0,-1.0,89.87341772151899
101024,0,0,0,0,11,0,1013_ITH_NEU_XX,11,1.0,N,70.2727272727273,-1.0,-1.0,-1.0,-1.0,70.2727272727273,-1.0,74.0,64.47604097466998,-1.0,-1.0,-1.0,-1.0,64.47604097466998,-1.0,70.1492537313433
101026,0,0,0,0,2,9,1013_ITH_SAD_XX,11,0.818181818181818,S,56.1818181818182,-1.0,-1.0,-1.0,-1.0,54.5,56.5555555555556,58.0,41.972649962480205,-1.0,-1.0,-1.0,-1.0,48.5294117647059,40.5155917842078,43.209876543209894
101034,0,0,1,0,9,1,1013_DFA_FEA_XX,11,0.818181818181818,N,64.3636363636364,-1.0,-1.0,8.0,-1.0,74.6666666666667,28.0,55.0,61.6158668023017,-1.0,-1.0,0.0,-1.0,74.0332361099171,11.4754098360656,55.5555555555556
101079,7,3,0,0,1,0,1014_IOM_ANG_XX,11,0.6363636363636359,A,60.1818181818182,56.428571428571395,59.6666666666667,-1.0,-1.0,88.0,-1.0,64.0,55.0527368333674,50.0171348840989,55.583494519664704,-1.0,-1.0,88.7096774193548,-1.0,59.0909090909091
101122,0,1,1,0,9,0,1014_ITS_FEA_XX,11,0.818181818181818,N,52.363636363636395,-1.0,43.0,28.0,-1.0,56.1111111111111,-1.0,47.0,48.0085656093409,-1.0,32.941176470588196,20.0,-1.0,52.794782803573504,-1.0,38.0952380952381
101123,1,0,4,0,5,1,1014_ITS_DIS_XX,11,0.45454545454545503,N,46.8181818181818,25.0,-1.0,46.5,-1.0,48.0,64.0,48.0,42.4753835533445,24.242424242424196,-1.0,36.1577783918209,-1.0,44.7930874749286,74.390243902439,36.363636363636395
101133,9,1,0,0,1,0,1014_WSI_ANG_XX,11,0.818181818181818,A,68.9090909090909,68.5555555555556,78.0,-1.0,-1.0,63.0,-1.0,65.0,75.06433688636349,74.9636121180697,78.5714285714286,-1.0,-1.0,72.463768115942,-1.0,78.5714285714286
101136,0,0,0,0,11,0,1015_IEO_NEU_XX,11,1.0,N,61.363636363636395,-1.0,-1.0,-1.0,-1.0,61.363636363636395,-1.0,57.0,55.75632062382711,-1.0,-1.0,-1.0,-1.0,55.75632062382711,-1.0,50.0
